79_dynamic_include,79_dynamic_include/third_ex/third_ex.php
79_dynamic_include,79_dynamic_include/third_ex/abc.php
79_dynamic_include,79_dynamic_include/fifth_ex/fifth_ex.php
79_dynamic_include,79_dynamic_include/fifth_ex/a.php
79_dynamic_include,79_dynamic_include/first_ex/first_ex.php
79_dynamic_include,79_dynamic_include/first_ex/a.php
79_dynamic_include,79_dynamic_include/second_ex/b.php
79_dynamic_include,79_dynamic_include/second_ex/a.php
79_dynamic_include,79_dynamic_include/second_ex/second_ex.php
79_dynamic_include,79_dynamic_include/fourth_ex/fourth_ex.php
79_dynamic_include,79_dynamic_include/fourth_ex/file1.php
80_callback_functions,80_callback_functions/third_ex/third_ex.php
80_callback_functions,80_callback_functions/fifth_ex/fifth_ex.php
80_callback_functions,80_callback_functions/first_ex/first_ex.php
80_callback_functions,80_callback_functions/second_ex/second_ex.php
80_callback_functions,80_callback_functions/fourth_ex/fourth_ex.php
81_new_from_variable,81_new_from_variable/third_ex/third_ex.php
81_new_from_variable,81_new_from_variable/first_ex/first_ex.php
81_new_from_variable,81_new_from_variable/second_ex/second_ex.php
82_methods_variable,82_methods_variable/first_ex/first_ex.php
82_methods_variable,82_methods_variable/second_ex/second_ex.php
83_array_variable_key,83_array_variable_key/third_ex/third_ex.php
83_array_variable_key,83_array_variable_key/first_ex/first_ex.php
83_array_variable_key,83_array_variable_key/second_ex/second_ex.php
84_variable_variables,84_variable_variables/first_ex/first_ex.php
84_variable_variables,84_variable_variables/second_ex/second_ex.php
85_type_juggling,85_type_juggling/85_type_juggling.php
86_implement_interfaces,86_implement_interfaces/86_implement_interfaces.php
87_static_prop_multiple_child,87_static_prop_multiple_child/87_static_prop_multiple_children.php
87_unset_element_from_array,87_unset_element_from_array/87_unset_element_from_array.php
88_arithmetic_operation_on_index,88_arithmetic_operation_on_index/first_ex/first_ex.php
88_arithmetic_operation_on_index,88_arithmetic_operation_on_index/second_ex/second_ex.php
89_check_type,89_check_type/89_check_type.php
90_compare_variables,90_compare_variables/90_compare_variables.php
91_object_in_object,91_object_in_object/class1.php
91_object_in_object,91_object_in_object/class2.php
91_object_in_object,91_object_in_object/91_object_in_object.php
92_case_sensitive,92_case_sensitive/92_case_sensitive.php
93_call_function_with_concat,93_call_function_with_concat/93_call_function_with_concat.php
94_sanitizers,94_sanitizers/third_ex/125_urlencode.php
94_sanitizers,94_sanitizers/first_ex/first_ex.php
94_sanitizers,94_sanitizers/second_ex/second_ex.php
95_DB_query,95_DB_query/first_ex/first_ex.php
95_DB_query,95_DB_query/second_ex/second_ex.php
